archetype,total_insert_events,total_delete_events,total_copy_events,total_paste_events,avg_paste_length,max_paste_length,paste_to_insert_ratio,undo_events,redo_events,run_compile_events,avg_typing_speed,typing_burst_count,typing_pause_frequency,avg_pause_duration,longest_pause,key_latency_mean,key_latency_variance,paste_after_idle_time,typing_vs_paste_ratio,code_edit_distance,total_code_versions,avg_lines_added_per_revision,avg_lines_removed_per_revision,refactor_frequency,compile_error_count,error_fix_time,code_rewrite_ratio,function_rewrite_count,comment_addition_count,total_prompts_sent,avg_prompt_length,max_prompt_length,prompt_similarity_to_problem,prompt_refinement_count,prompt_entropy,clarification_prompt_ratio,solution_request_ratio,debugging_prompt_ratio,ai_response_acceptance_rate,ai_output_edit_distance,prompt_to_code_latency,session_duration,time_to_first_code,time_to_first_ai_prompt,ai_usage_early_ratio,ai_usage_late_ratio,iteration_cycle_count,avg_cycle_duration,focus_switch_count,browser_to_editor_ratio,idle_ratio
Independent Solver,1114.0,434.0,12.0,0.0,0.0,0.0,0.0,13.401,1.982,25.0,92.0,36.0,51.998,6.1,21.1,130.4,30.4,-2.1,10.0,0.379,22.0,6.0,3.0,7.0,9.0,-17.287,0.612,1.0,4.597,0.0,5.0,6.0,0.039,0.0,0.208,0.3888638919335336,0.119,0.223,0.4403296906671977,0.495,41.4,3035.0,133.0,1459.0,0.47222004884065005,0.44121917482013073,8.0,337.2,0.0,0.161,0.159
Prompt Engineer Solver,2332.867,301.0,15.0,35.0,91.0,182.0,0.0439,2.0,0.0,6.0,66.5,41.0,104.029,1.0,56.1,240.49,61.8,12.1,1.251,0.135,23.319,27.0,19.0,3.0,2.0,36.3,0.135,0.0,10.0,3.187,65.0,657.774,0.393,4.0,0.377,0.205,0.766,0.371,1.0,0.838,57.0,1.0,306.0,1251.773,0.412,0.548,1.0,648.4,32.683,0.481,0.518
Prompt Engineer Solver,805.466,141.0,15.0,30.066,41.0,209.743,0.0298,8.0,2.0,5.0,58.3,23.0,26.0,5.5,21.3,205.8,146.7,27.3,1.0,0.149,4.0,9.0,5.0,3.0,2.0,43.3,0.095,0.0,7.0,5.0,60.0,84.0,0.255,7.0,2.244,0.229,0.759,0.191,0.504,0.82,61.2,1.0,264.0,316.0,0.464,1.0,3.0,636.0,8.0,0.548,0.485
AI-Dependent Constructor,330.0,131.659,0.0,66.0,162.0,432.0,0.1994,5.0,0.0,6.0,31.0,10.0,11.0,35.0,173.3,387.1,105.9,28.3,0.154,0.177,5.0,21.0,38.886,4.0,3.0,99.3,0.062,0.0,5.0,89.156,13.0,25.0,0.593,0.0,0.397,0.186,0.791,0.5301682668151256,0.946,0.039,-1.4,1.0,56.0,45.0,0.899,0.345,1.0,321.8,40.0,0.598,0.633
Independent Solver,1711.0,692.0,7.0,18.0,21.0,88.506,0.0105,24.0,4.0,25.0,58.2,59.0,67.0,0.0,-61.292,206.2,122.6,3.3,10.0,0.715,24.0,10.0,4.0,12.0,51.38,33.7,0.552,6.0,3.0,0.0,5.0,25.919,-0.099,2.0,0.535,0.693,0.275,0.6897898197775434,0.151,0.407,20.0,1985.0,67.0,5298.218,0.042,0.07,1.0,248.1,0.0,0.217,0.189
Iterative Debugger,5711.474,545.0,0.0,5.0,25.0,70.0,0.0035,22.0,5.0,35.0,87.584,35.0,48.0,0.4,1.4,152.1,97.4,-9.4,10.0,0.405,31.0,4.591,0.0,8.126,80.571,13.4,0.569,26.733,6.0,2.0,13.0,18.818,0.585,0.0,0.269,0.634,0.297,0.57,0.432,0.322,28.8,4408.0,74.0,1383.0,0.035,0.167,15.0,275.5,3.0,0.234,0.23
AI-Dependent Constructor,10.0,47.0,9.0,40.0,154.0,218.0,3.6364,12.0,4.0,4.0,26.3,5.0,24.413,20.0,47.0,456.3,352.3,27.1,0.008,0.349,3.0,21.0,8.0,4.0,2.0,24.203,0.12,0.0,0.0,25.0,31.0,90.0,0.502,0.0,0.341,0.27,1.0,0.194,0.83,0.082,6.1,735.0,65.21,80.0,0.9,0.405,7.0,91.9,31.0,0.586,0.556
AI-Dependent Constructor,422.0,5.0,4.0,66.0,155.0,288.0,0.156,6.0,2.0,7.324,100.428,16.0,16.0,21.3,51.2,321.7,150.5,27.0,0.206,0.284,5.0,23.0,9.0,4.0,2.0,92.1,0.146,0.0,0.0,22.0,5.0,14.0,0.682,0.0,0.45,0.116,0.808,0.0672970258570799,0.663,0.053,11.0,1419.0,44.0,81.0,0.8,0.373,3.0,354.8,47.0,0.789,0.78
Iterative Debugger,1187.0,480.0,0.0,9.0,0.0,0.0,0.0076,20.0,3.0,36.0,92.5,97.422,21.0,1.0,10.5,129.7,39.8,-10.328,10.0,0.558,43.0,2.541,5.983,8.0,8.0,6.6,0.347,3.0,1.0,6.013,4.34,11.0,0.266,0.0,0.469,0.88,0.111,0.707,0.134,1.031,39.4,3479.0,97.0,1507.0,0.102,0.395,11.0,289.9,4.0,0.189,0.221
Independent Solver,1352.0,496.0,12.0,2.0,35.0,87.0,0.0015,27.0,4.0,14.0,106.1,44.0,26.0,8.2,23.7,113.1,28.9,-2.5,10.0,0.558,16.0,11.0,6.0,14.0,18.175,21.3,0.547,19.481,7.583,0.0,10.0,54.114,0.059,0.0,1.841,0.508,0.451,0.349,0.322,0.275,29.9,2432.0,124.0,1430.0,0.05,0.3545753556020529,8.0,270.2,0.0,0.244,0.244
Structured Collaborator,778.0,336.0,9.0,73.698,86.0,185.445,0.0295,2.0,0.0,5.0,28.7,104.375,19.0,9.9,58.5,418.1,325.9,9.1,1.966,0.348,4.0,43.189,10.334,0.0,0.0,29.3,0.17,0.0,7.0,16.0,7.0,11.0,0.468,6.0,0.284,0.213,1.0,0.186,0.537,0.671,64.0,3569.0,272.0,371.0,0.303,0.472,1.0,1784.5,24.0,0.392,1.0
Structured Collaborator,585.0,243.0,14.0,40.0,38.0,63.0,0.0683,7.0,1.0,3.566,54.2,17.0,18.0,8.1,63.203,221.4,40.194,18.8,1.923,0.11,1.0,19.0,21.124,0.0,0.0,48.4,0.125,0.0,8.0,54.074,5.0,7.0,2.252,5.0,0.239,0.4639534939587197,0.664,0.149,0.524,0.741,51.1,1.0,282.0,289.0,0.486,0.317,5.0,516.3,31.0,0.495,0.452
Prompt Engineer Solver,199.0,62.0,15.0,82.191,67.0,208.898,0.18,8.0,2.507,1.0,41.6,7.0,4.0,3.7,25.562,288.5,143.9,15.717,1.0,0.508,1.431,24.0,19.0,3.0,0.0,46.7,0.128,0.0,11.0,9.0,63.0,146.0,0.48,4.0,0.489,0.103,0.833,0.33,0.487,0.7,56.5,2307.0,326.0,677.884,0.559,1.0,2.0,1.0,20.0,0.469,0.484
AI-Dependent Constructor,353.0,71.0,4.173,34.0,104.0,246.0,0.021200760312244018,0.0,0.0,1.0,47.2,15.0,12.0,27.1,159.8,83.244,340.87,45.1,0.499,0.246,1.0,24.0,12.0,4.0,0.0,57.8,0.191,0.0,0.0,8.298,27.0,66.0,0.608,2.0,0.442,0.172,0.734,0.244,0.942,0.012,1.2,1056.0,294.065,10.0,0.607,0.548,5.0,176.0,42.0,0.8989044495530173,0.585
Independent Solver,1100.0,440.0,14.304,5.0,0.0,0.0,0.0045,17.0,1.0,15.0,93.1,37.0,43.0,7.3,36.9,128.9,60.5,13.2,10.0,0.423,20.0,47.178,3.0,11.0,8.0,63.9,0.371,4.0,0.0,0.0,9.0,24.0,-0.073,0.0,0.218,1.0,0.209,0.395,0.221,0.203,23.5,2935.0,80.0,1715.0,0.114,0.067,1.0,266.8,0.0,0.108,0.115
Structured Collaborator,1132.0,436.0,19.0,35.0,93.0,345.872,0.0309,4.0,0.0,7.0,48.5,73.0,103.0,12.1,53.5,247.4,135.3,28.055,1.0,0.242,9.0,102.64,1.608,3.0,0.0,43.5,0.163,2.0,8.0,8.0,25.0,62.0,0.328,17.444,1.183,0.143,0.772,0.252,0.68,2.94,84.006,2316.0,305.0,92.0,1.0,1.0,1.0,1158.0,10.0,0.311,0.356
Independent Solver,819.0,352.0,6.0,19.203,43.0,69.0,0.0049,25.0,6.0,9.0,194.623,21.0,18.0,6.6,18.4,161.1,290.736,1.7,10.0,0.592,12.0,7.0,2.0,12.0,3.0,25.012,0.374,4.0,5.0,2.0,23.0,62.0,0.124,0.0,0.454,0.891,0.09818973728608535,0.369,0.045,0.454,39.1,2776.0,76.0,1352.0,0.156,0.067,8.0,308.4,3.0,0.184,0.216
AI-Dependent Constructor,380.0,12.0,0.0,58.0,161.0,879.87,0.1522,10.0,2.0,1.0,11.8,10.0,14.0,26.1,77.1,1016.9,274.9,156.448,0.203,0.117,1.0,22.0,8.0,1.0,0.0,71.9,0.153,1.39,0.0,24.0,10.0,20.0,0.564,0.0,0.438,0.219,0.744,0.38,0.995,0.096,2.7,1255.0,10.0,56.0,0.745,0.275,43.0,28.5,31.0,0.786,0.69
Iterative Debugger,1450.0,611.0,7.0,0.0,0.0,0.0,0.0,16.0,2.958,31.0,116.5,41.0,34.0,5.8,32.2,103.0,69.8,0.2,1.0,0.494,30.0,5.0,2.0,9.0,8.0,52.3,0.58,4.0,3.0,0.0,16.0,41.0,0.201,0.0,0.315,0.573,0.378,1.0,0.171,1.335,38.7,3699.0,94.404,1635.0,0.198,0.094,14.0,246.6,0.0,0.1,0.108
Iterative Debugger,1408.0,520.0,43.207,7.0,0.0,0.0,0.005,39.225,5.0,39.0,87.0,61.0,32.0,7.2,92.643,137.9,30.4,2.4,10.0,0.725,44.0,1.0,0.0,9.718,44.85,53.688,0.358,5.0,3.0,0.0,5.0,7.0,0.297,0.0,0.529,0.614,0.301,0.682,0.132,0.238,20.2,3762.0,92.0,1539.0,0.3086752796861419,0.283,4.0,752.4,0.0,0.164,0.162
AI-Dependent Constructor,266.0,13.0,0.0,201.495,111.0,248.0,0.2172,2.669,0.0,6.0,39.2,8.0,8.0,22.0,86.7,306.1,78.9,32.0,0.207,0.181,22.312,17.0,31.194,6.0,3.0,94.9,0.08,0.0,1.0,103.481,15.0,42.0,0.699,0.0,0.465,0.148,1.0,0.177,0.904,0.113,9.0,1118.0,28.0,157.0,0.78,0.461,4.0,223.6,121.571,0.781,1.0
Structured Collaborator,4717.347,460.0,10.0,40.0,84.0,128.0,0.0333,1.0,0.0,6.0,53.8,46.0,31.0,5.1,13.0,223.0,256.669,11.2,1.787,0.36,5.0,23.0,19.0,3.0,1.0,32.2,0.103,0.0,8.0,15.0,12.0,11.206,0.365,3.747,0.492,0.23,0.724,0.215,0.749,0.882,60.6,2771.0,292.0,162.0,0.449,0.503,3.0,692.8,28.0,0.504,0.408
Iterative Debugger,1007.0,464.0,7.0,17.0,7.0,8.0,0.0169,132.602,5.0,36.0,73.7,47.0,44.0,0.3,1.8,162.8,123.7,-0.181,10.0,0.251,54.673,11.0,7.301,9.0,5.0,41.7,0.567,3.0,0.0,0.0,13.0,38.0,0.051,2.0,0.264,0.59,0.6664009822278015,0.565,0.26,0.378,25.5,3858.0,169.0,1481.0,0.017,0.256,3.0,964.5,0.0,0.254,0.227
Structured Collaborator,418.0,235.0,13.0,14.0,62.0,86.0,0.0334,2.0,0.0,5.0,59.2,30.542,6.0,21.3,81.1,202.7,153.0,90.156,2.405,0.326,6.0,18.0,9.0,0.0,1.0,34.9,0.086,0.0,9.0,7.0,5.0,31.374,0.41,6.0,0.57,0.133,0.824,0.9620712041321986,0.627,0.706,64.2,3276.0,1422.488,178.0,0.378,0.7325172532927848,4.0,655.2,11.0,0.435,0.495
Structured Collaborator,843.0,181.0,19.0,64.605,92.0,160.0,0.0379,7.0,2.0,4.0,50.0,29.0,37.0,11.2,35.8,240.0,92.9,6.9,1.431,0.334,3.0,22.0,18.0,3.0,1.0,28.9,0.07793392094634508,0.0,9.0,15.0,22.0,60.0,0.465,4.0,0.376,0.258,0.676,1.0,0.621,0.72,56.6,2663.0,352.0,270.0,0.9910153278751413,0.385,1.0,1331.5,33.0,0.318,0.344
Exploratory Learner,1754.0,765.0,9.0,12.0,0.0,0.0,0.03159361023391595,25.0,9.0,14.0,88.9,98.0,70.0,0.1740337603079671,0.5,135.0,448.264,7.1,10.0,0.778,11.0,4.0,2.0,7.0,8.0,30.1,0.689,3.0,0.0,0.0,25.146,35.0,0.143,0.0,1.559,0.519,0.399,0.28,0.228,0.487,77.688,1.0,124.0,1518.0,0.193,0.309,5.0,517.2,0.0,0.145,0.7108671021766615
Prompt Engineer Solver,269.0,94.0,8.0,27.0,58.0,454.267,0.1,0.0,0.0,4.0,41.3,12.0,9.0,15.7,32.4,290.6,129.4,1.6,0.858,0.156,5.0,24.0,8.0,2.0,2.0,20.4,0.164,0.0,9.0,48.962,54.0,276.531,0.207,5.0,0.578,0.218,0.73,0.121,0.747,0.645,72.8,2559.0,312.0,311.0,0.371,0.418,2.0,853.0,24.0,0.381,1.0
Iterative Debugger,489.283,513.0,0.0,3.0,2.0,3.0,0.0023,20.0,2.0,35.0,86.2,45.215,86.0,1.0,2.6,139.2,102.7,3.7,10.0,2.212,13.505,9.0,6.0,5.0,16.0,-6.9,0.405,4.0,8.771,3.0,13.404,19.0,0.085,1.0,1.988,0.81,0.109,0.512,-0.003,0.999,25.2,1.0,94.0,1515.0,0.6445019182957958,0.339,1.0,1.0,7.0,0.176,0.204
Exploratory Learner,2150.0,843.0,10.0,0.0,0.0,0.0,0.0,18.0,6.329,21.0,99.1,93.0,130.0,9.1,52.7,602.986,372.652,-20.3,10.0,0.597,30.0,1.0,0.0,11.0,7.0,-5.174,0.3425234952380565,21.271,0.0,0.0,17.673,37.0,0.215,1.0,0.73,0.886,0.015,0.337,0.0,0.336,1.4,3539.0,127.0,1314.0,0.011,0.496,7.0,442.4,0.0,0.245,0.224
AI-Dependent Constructor,137.0,150.0,5.0,53.0,131.0,229.0,0.3841,3.0,1.0,11.0,26.7,5.0,2.0,37.7,115.5,449.4,509.133,35.3,0.099,0.182,13.0,81.844,49.741,0.0,3.0,90.6,0.107,1.0,1.0,27.0,20.0,31.0,0.815,0.0,0.259,0.117,0.859,1.0,0.879,0.085,5.8,1465.0,10.0,243.511,0.787,0.555,15.0,1.0,119.937,0.748,0.826
Iterative Debugger,1931.0,789.0,4.0,29.348,0.0,0.0,0.0041,33.0,7.0,32.0,109.0,108.0,65.0,15.1,37.9,110.1,62.4,6.1,10.0,0.559,28.0,10.0,2.0,8.0,5.0,64.2,0.638,3.0,1.0,4.0,32.0,42.0,0.086,0.0,0.348,0.863,0.125,1.0,0.264,0.406,43.6,3363.0,114.0,1435.0,0.047,0.37,1.0,560.5,7.0,0.264,0.308
Prompt Engineer Solver,932.0,341.0,15.0,21.0,60.0,142.0,0.0225,9.0,0.0,1.0,98.4,23.0,32.0,20.1,59.645,147.072,41.7,8.5,3.695,0.366,2.128,20.0,19.17,0.0,0.0,112.371,0.3549502318157781,0.0,8.0,5.0,54.0,152.0,0.186,2.0,0.379,0.184,0.74,0.378,0.52,0.747,65.2,1.0,135.001,125.0,0.5,0.209,2.0,1.0,12.0,0.491,0.458
Structured Collaborator,1700.808,192.0,4.0,39.0,359.671,185.0,0.0699,2.0,0.0,4.0,40.9,20.0,8.813,1.0,10.3,588.504,171.861,16.4,0.811,0.38,3.0,17.0,6.0,7.0,2.0,90.8,0.116,0.0,10.0,9.0,11.0,24.0,0.384,5.0,0.268,0.183,1.0,0.235,0.615,1.961,49.1,2581.0,526.069,263.0,0.372,0.539,3.0,645.2,11.0,0.36,0.33
AI-Dependent Constructor,10.0,62.0,0.0,41.0,81.0,125.0,1.0,13.0,1.0,3.403,19.5,5.0,4.0,33.8,132.4,1366.562,146.0,105.587,0.015,0.105,1.0,17.0,6.457,1.0,0.0,94.4,0.18,0.0,3.0,23.0,11.0,26.0,0.619,0.0,0.318,0.269,0.8458654688015539,0.4629795722764886,0.725,0.045,36.297,1401.0,60.894,62.0,0.753,0.403,6.0,200.1,39.0,0.756,0.646
Independent Solver,1126.0,454.0,7.0,21.0,34.0,95.0,0.0186,10.685,5.0,15.0,96.8,31.0,28.0,2.5,6.6,124.0,49.9,-2.5,7.874,1.037,18.0,3.0,0.0,10.0,6.0,17.1,1.0,4.0,1.0,0.0,11.0,31.0,0.195,0.0,0.433,0.592,0.309,0.183,0.278,0.435,18.7,2248.0,124.0,4156.598,0.049,0.074,3.0,562.0,0.0,0.201,0.192
Structured Collaborator,807.0,389.0,26.0,41.666,52.26,56.0,0.0557,0.0,0.0,11.0,69.4,33.0,23.0,11.8,30.6,172.9,86.9,3.1,3.733,0.22,11.0,7.069,18.0,3.0,2.0,46.9,0.139,0.0,8.0,13.773,44.0,118.0,1.005,8.86,0.367,0.0992117666803977,0.798,0.126,1.0,0.774,57.8,3109.0,316.0,355.0,0.318,0.7264747795499792,3.0,777.2,26.0,0.464,0.482
Prompt Engineer Solver,842.388,332.0,27.255,13.0,0.0,0.0,0.0175,10.0,1.0,4.0,59.2,26.0,36.0,1.0,31.5,202.7,132.0,23.1,10.0,0.197,3.0,19.0,5.0,0.0,1.0,-5.9,0.05,0.0,9.0,16.0,75.0,294.153,0.365,6.0,0.384,0.136,1.0,0.19,0.411,0.898,49.4,2449.0,290.0,424.0,0.433,0.42,1.0,816.3,31.0,0.31,0.35
Independent Solver,2935.667,531.0,0.0,5.0,26.0,66.0,0.007101444641932325,75.394,3.0,17.0,104.7,93.0,81.0,0.2,0.6,114.6,87.7,-2.7,10.0,0.492,23.0,2.0,1.0,8.0,5.0,57.792,0.362,4.0,4.0,3.0,23.474,7.0,0.218,0.0,0.398,0.813,0.121,0.231,0.34830794805267135,0.236,38.7,2167.0,125.056,1476.0,0.117,0.009,1.0,433.4,3.0,0.46589948390326336,0.135
Prompt Engineer Solver,691.0,295.0,15.0,30.0,201.453,151.0,0.0434,0.0,0.0,10.0,245.89,23.0,17.0,8.2,45.7,226.8,114.4,4.7,1.621,0.305,14.0,17.0,12.0,1.143,4.0,30.4,0.157,0.0,8.0,10.0,66.0,216.144,0.436,7.0,0.471,0.299,0.633,0.286,0.492,0.897,40.0,3042.0,291.0,239.0,0.502,0.6211357178572385,1.0,1521.0,52.754,0.389,0.415
Independent Solver,1870.0,727.0,1.0,3.0,3.0,6.0,0.0016,78.814,15.268,21.0,86.0,49.0,72.0,5.9,25.452,139.5,28.5,10.795,10.0,0.661,19.0,4.0,2.0,10.0,10.0,21.9,0.581,4.0,3.0,20.883,16.0,33.0,0.306,0.0,0.286,1.0,0.277,0.286,0.176,0.483,21.0,2979.0,117.0,3569.814,0.198,0.034,9.0,297.9,8.0,0.564338627448776,0.136
Iterative Debugger,1443.0,937.511,10.0,11.0,16.0,47.0,0.008130419749398609,18.0,27.105,37.0,68.5,39.0,23.0,0.5,1.7,175.2,70.613,-8.6,10.0,0.415,54.0,16.0,9.0,11.0,14.493,12.3,0.549,3.0,4.0,7.0,9.0,17.0,0.043,2.308,0.957,0.673,0.248,0.769,0.233,0.467,52.8,2622.0,152.0,1508.0,0.168,0.156,2.0,874.0,11.0,0.158,0.186
AI-Dependent Constructor,186.0,0.0,6.0,36.0,183.0,356.0,0.1925,3.0,0.0,1.0,28.6,9.0,11.0,29.6,70.7,419.6,290.8,25.9,0.141,0.396,1.0,8.0,6.0,2.0,0.0,115.8,0.107,1.0,0.0,22.0,5.0,36.925,0.76,1.0,0.447,0.258,0.682,0.309,0.801,0.049,10.0,1520.0,68.0,324.0,0.695,0.292,1.0,1.0,46.0,1.0,0.561
Independent Solver,1605.0,560.0,0.0,5.0,1.475,9.0,0.0031,18.0,3.0,21.739,62.789,50.0,32.0,5.4,29.8,118.2,26.7,-11.3,10.0,0.504,12.0,13.0,9.0,7.0,2.0,17.7,1.0,2.0,0.0,0.0,5.0,12.0,0.087,0.0,1.504,0.745,0.25,0.367,0.097,0.273,40.7,2943.0,59.0,1549.0,0.196,0.139,1.0,122.6,0.0,0.178,0.152
Structured Collaborator,1006.0,289.818,20.0,16.0,125.0,284.0,0.0159,5.0,1.0,2.0,40.5,61.0,66.0,19.9,56.2,340.379,136.9,13.0,1.0,0.154,2.0,21.0,18.0,4.712,1.0,30.0,0.083,0.0,46.719,11.0,25.599,72.939,1.076,6.0,2.245,0.269,0.649,0.351,1.0,3.82,76.9,2310.0,286.0,401.0,0.389,0.337,2.0,770.0,13.0,0.534,0.457
Structured Collaborator,399.0,254.0,21.0,20.0,64.0,164.0,0.21894375825640844,6.0,0.902,38.139,58.7,11.0,13.0,1.0,54.3,982.388,156.5,6.8,1.0,0.308,9.0,20.0,10.0,1.0,6.347,40.42,0.059,0.0,7.0,8.0,31.0,91.0,0.545,4.0,0.4,0.31234793099117436,0.754,0.4,0.716,0.756,51.0,2774.0,356.0,442.0,0.537,0.219,2.0,924.7,19.0,0.597,1.0
Iterative Debugger,1579.0,652.0,7.0,10.0,33.0,58.0,0.0063,16.0,6.0,144.683,71.9,75.0,86.0,-0.2,-0.4,166.9,58.0,-5.4,1.0,1.962,30.0,9.0,4.0,7.0,7.0,30.2,0.421,2.0,2.343,0.0,9.0,25.0,0.042,0.0,0.231,0.752,1.0,0.721,0.246,0.22,30.065,3668.0,108.0,1535.172,0.035,0.427,12.0,282.2,0.0,0.243,0.263
AI-Dependent Constructor,293.0,67.0,9.0,33.0,340.562,148.0,0.1122,8.0,3.0,6.0,32.647,7.0,4.0,26.8,108.1,2726.924,459.0,23.7,0.435,0.266,8.0,17.0,4.0,0.0,1.0,74.0,0.066,0.0,3.0,27.0,22.0,46.0,0.818,1.0,0.378,0.11601918079033297,0.609,0.372,0.674,0.042,20.0,1050.0,57.0,164.0,0.684,0.533,6.0,150.0,48.0,0.76,0.728
Blind Copier,896.0,0.0,47.248,49.0,371.0,2915.0,0.23265741963839687,3.124,0.0,7.0,14.2,58.0,85.0,1.0,90.7,845.1,354.2,40.4,0.246,0.532,8.0,27.0,21.0,11.005,2.0,75.6,0.177,0.0,2.0,21.0,9.0,18.0,1.128,0.0,0.312,0.237,0.709,0.104,1.022,0.07,3.0,1279.0,34.0,226.0,0.661,0.424,12.0,98.4,52.515,0.723,0.666
Structured Collaborator,433.0,219.0,10.0,8.0,102.0,213.0,0.08592543168698838,5.0,0.0,7.0,69.6,20.0,13.0,12.8,28.0,619.606,224.31,24.711,2.65,0.205,7.0,25.0,11.0,5.0,1.0,87.2,0.179,0.0,14.0,11.0,31.0,88.0,0.255,15.843,0.481,0.284,0.635,0.283,0.714,0.798,59.0,2231.0,943.139,123.0,0.499,0.6555611094795382,1.0,1115.5,18.0,0.397,0.384
Iterative Debugger,1407.0,478.0,7.0,8.0,54.0,161.0,0.0057,18.0,5.0,36.0,88.7,59.0,50.076,5.0,25.7,135.3,224.177,5.6,10.0,0.439,42.0,1.0,0.0,10.0,42.317,13.3,0.374,3.0,3.0,3.0,5.0,14.0,0.257,0.0,0.292,1.0,0.368,0.602,0.066,0.317,32.3,1.0,134.0,1450.0,0.094,0.077,1.0,1.0,6.0,0.241,0.242
Independent Solver,1645.0,605.0,4.0,0.0,0.0,0.0,0.0,25.0,6.0,18.0,82.9,50.0,43.0,8.1,41.9,144.8,84.6,9.4,10.0,0.428,18.0,1.0,0.0,11.0,5.0,19.7,0.508,9.667,3.0,6.0,8.0,21.0,0.089,0.0,0.575,0.582,0.401,0.6037191067043793,0.103,0.419,27.5,3059.0,127.0,1395.0,0.042,0.032,10.0,278.1,13.0,0.295,0.3113816968088121
Blind Copier,37.111,7.0,5.904,54.0,318.0,2498.0,4.9091,7.0,2.0,5.0,5.7,3.929,4.0,27.4,82.7,2105.3,947.9,31.6,0.003,0.222,7.0,20.0,38.064,0.0,1.0,82.6,0.4458588449653144,0.0,2.0,19.0,27.0,49.0,0.815,1.0,2.483,0.124,1.0,0.04291699660164979,1.006,0.096,7.6,1202.0,21.0,10.0,0.697,0.213,1.0,133.6,9.64,1.0,0.682
Prompt Engineer Solver,699.0,179.0,3.0,31.0,59.0,392.94,0.17390946085937603,8.0,2.0,3.0,34.5,22.0,30.0,15.7,84.7,347.8,81.7,95.837,1.0,0.584,3.0,19.0,10.0,5.0,0.0,61.1,0.099,0.0,6.0,15.0,62.193,105.0,0.545,4.0,0.546,0.292,0.66,0.166,0.584,3.105,43.8,2575.0,315.0,346.0,1.0,0.501,2.0,858.3,25.0,0.553,0.663
Independent Solver,1844.0,705.0,5.0,4.0,147.776,91.0,0.0022,29.0,9.0,10.0,105.905,54.0,29.0,6.3,41.495,194.2,127.3,1.5,10.0,1.061,12.0,12.666,1.0,8.0,22.216,8.4,0.621,4.0,1.0,0.0,11.0,23.0,0.024,0.0,0.552,0.821,0.116,0.272,0.191,0.408,39.3,2186.0,168.0,1679.639,0.176,0.148,5.0,364.3,0.0,0.115,0.111
Prompt Engineer Solver,10.0,12.0,17.0,17.0,32.0,74.859,1.5455,21.649,3.0,1.0,37.288,5.0,3.0,15.1,76.7,972.195,47.4,18.845,0.092,0.362,1.0,16.0,3.0,3.0,0.0,358.988,0.114,0.0,10.0,11.0,69.0,645.267,0.865,6.0,0.587,0.178,0.766,1.0,1.0,2.389,75.4,2136.0,573.802,479.0,0.362,0.402,2.0,712.0,25.0,0.525,0.566
Iterative Debugger,1438.0,566.0,7.0,0.0,0.0,0.0,0.0,15.267,3.0,37.0,77.7,45.0,32.0,6.6,36.74,154.4,88.0,1.1,10.0,0.615,46.0,8.0,5.0,8.0,13.0,45.6,0.679,5.0,1.0,3.0,23.179,10.552,0.115,1.0,0.331,0.624,0.284,0.432,0.191,0.365,23.0,3602.0,113.0,1424.0,0.027,0.239,10.0,327.5,13.104,0.209,0.199
Independent Solver,1774.0,761.0,5.0,0.0,24.0,34.0,0.0,23.0,3.0,14.0,98.2,46.0,56.0,12.4,48.2,122.2,41.5,-0.9,10.0,0.345,15.0,7.0,4.0,10.0,4.0,23.54,0.563,3.0,1.0,5.0,27.0,35.0,0.144,1.0,0.474,0.521,0.455,0.304,0.116,0.281,23.9,2356.0,115.0,1599.0,0.165,0.427,5.0,392.7,12.0,0.27,0.321
Independent Solver,1920.0,748.0,8.0,0.0,35.0,95.0,0.0,24.0,5.0,13.0,85.4,102.0,116.0,-1.8,-15.041,140.5,57.1,5.2,10.0,0.63,15.0,8.0,2.0,6.0,3.463,23.6,0.517,3.0,4.0,0.0,5.0,6.0,0.184,0.0,0.245,0.773,0.205,0.243,0.251,0.045,139.782,2773.0,139.0,1475.0,0.066,0.216,2.0,1.0,0.0,0.117,0.13
Independent Solver,1039.0,397.0,16.542,20.0,0.0,0.0,0.0192,26.0,3.0,9.0,102.2,30.0,28.0,2.7,7.8,117.4,57.0,0.5,10.0,0.23,12.0,1.0,0.0,11.0,4.0,-5.1,1.0,4.0,1.0,3.0,12.0,32.0,0.198,1.0,0.459,0.511,1.0,0.358,0.185,0.486,24.0,3327.0,103.0,1449.0,0.10171116199889739,0.11,10.0,302.5,6.0,0.07878552331777998,0.166
AI-Dependent Constructor,419.657,43.0,8.0,50.0,146.0,233.0,0.0749,3.0,0.0,1.0,26.1,30.0,30.0,24.9,80.7,459.8,248.1,25.2,0.457,0.24,1.0,16.0,53.047,1.0,0.0,84.5,0.137,0.0,3.0,22.0,26.0,57.0,0.734,2.0,0.31,0.252,0.682,0.352,0.919,0.079,-0.3,1368.0,23.0,128.0,0.889,0.361,9.0,136.8,51.0,1.0,0.824
Prompt Engineer Solver,876.0,381.0,15.0,23.212,83.0,141.0,0.021150121305705975,6.0,2.0,3.0,64.0,56.0,60.0,13.3,69.9,187.5,327.599,68.863,6.586,0.296,2.0,20.0,14.0,0.0,1.0,79.9,0.066,1.0,9.0,18.0,72.0,319.219,0.603,3.0,0.357,0.252,0.705,0.153,0.452,0.895,50.1,2693.0,297.613,384.0,0.45,0.459,1.0,1346.5,30.0,0.4930775774529235,0.333
